資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	214	105	字	字	上字	上げ字	agueji	混種語	3	1			ジ	アゲジ					015l		ji
50-041-01	邦訳日葡辞書	215	106	阿	阿	阿含	阿含	agon		1	1			ア	アゴン					015l		a
50-041-01	邦訳日葡辞書	216	106	含	含	阿含	阿含	agon		2	2			ゴン	アゴン					015l		gon
50-041-01	邦訳日葡辞書	217	107	哀	哀	哀	哀	ai		1	2			アイ	アイ					015r		ai
50-041-01	邦訳日葡辞書	218	108	愛	愛	愛愛	愛愛	aiai		1	2			アイ	アイアイ				見出し語出現形：aiaito	016l†		ai
50-041-01	邦訳日葡辞書	219	108	愛	愛	愛愛	愛愛	aiai		2	2			アイ	アイアイ				見出し語出現形：aiaito	016l†		ai
50-041-01	邦訳日葡辞書	220	109	番	番	相番	相番	aiban	混種語	2	2			バン	アイバン					016r†		ban
50-041-01	邦訳日葡辞書	221	110	愛	愛	愛別	愛別	aibet		1	2			アイ	アイベっ					016r		ai
50-041-01	邦訳日葡辞書	222	110	別	別	愛別	愛別	aibet		2	2			ベっ	アイベっ					016r		bet
50-041-01	邦訳日葡辞書	223	111	愛	愛	愛別離苦	愛別離苦	aibetricu		1	2			アイ	アイベっリク					016r		ai
50-041-01	邦訳日葡辞書	224	111	別	別	愛別離苦	愛別離苦	aibetricu		2	2			ベっ	アイベっリク					016r		bet
50-041-01	邦訳日葡辞書	225	111	離	離	愛別離苦	愛別離苦	aibetricu		3	1			リ	アイベっリク					016r		ri
50-041-01	邦訳日葡辞書	226	111	苦	苦	愛別離苦	愛別離苦	aibetricu		4	1			ク	アイベっリク					016r		cu
50-041-01	邦訳日葡辞書	227	112	愛	愛	愛寵	愛寵	aich_		1	2			アイ	アイチョゥ					016r		ai
50-041-01	邦訳日葡辞書	228	112	寵	寵	愛寵	愛寵	aich_		2	2			チョゥ	アイチョゥ					016r		ch_
50-041-01	邦訳日葡辞書	229	113	弟	弟	相弟子	相弟子	ai dexi	混種語	2	1			デ	アイデシ					017l		de
50-041-01	邦訳日葡辞書	230	113	子	子	相弟子	相弟子	ai dexi	混種語	3	1			シ	アイデシ					017l		xi
50-041-01	邦訳日葡辞書	231	114	返	返	間返答	間返答	aifendo_	混種語	2	2			ヘン	アイヘンダゥ					017l		fen
50-041-01	邦訳日葡辞書	232	114	答	答	間返答	間返答	aifendo_	混種語	3	2			ダゥ	アイヘンダゥ					017l		do_
50-041-01	邦訳日葡辞書	233	115	封	封	相封	相封	aif_	混種語	2	2			フゥ	アイフゥ					017r†		f_
50-041-01	邦訳日葡辞書	234	116	愛	愛	愛敬	愛敬	aiguio_		1	2			アイ	アイギャゥ					017r†		ai
50-041-01	邦訳日葡辞書	235	116	敬	敬	愛敬	愛敬	aiguio_		2	2			ギャゥ	アイギャゥ					017r†		guio_
50-041-01	邦訳日葡辞書	236	117	愛	愛	愛着	愛着	aigiacu		1	2			アイ	アイヂャク					017r		ai
50-041-01	邦訳日葡辞書	237	117	着	着	愛着	愛着	aigiacu		2	2			ヂャク	アイヂャク					017r		giacu
50-041-01	邦訳日葡辞書	238	118	哀	哀	哀鳴	哀鳴	aimei		1	2			アイ	アイメイ					017r		ai
50-041-01	邦訳日葡辞書	239	118	鳴	鳴	哀鳴	哀鳴	aimei		2	2			メイ	アイメイ					017r		mei
50-041-01	邦訳日葡辞書	240	119	哀	哀	哀愍	哀愍	aimin		1	2			アイ	アイミン					017r		ai
50-041-01	邦訳日葡辞書	241	119	愍	愍	哀愍	哀愍	aimin		2	2			ミン	アイミン					017r		min
50-041-01	邦訳日葡辞書	242	120	愛	愛	愛念	愛念	ainen		1	2			アイ	アイネン					018l		ai
50-041-01	邦訳日葡辞書	243	120	念	念	愛念	愛念	ainen		2	2			ネン	アイネン					018l		nen
50-041-01	邦訳日葡辞書	244	121	夫	夫	相夫	相の夫	ainobu	混種語	3	1			ブ	アイノブ					018l		bu
50-041-01	邦訳日葡辞書	245	122	愛	愛	愛敬	愛敬	aiqio_		1	2			アイ	アイキャゥ					018r		ai
50-041-01	邦訳日葡辞書	246	122	敬	敬	愛敬	愛敬	aiqio_		2	2			キャゥ	アイキャゥ					018r		qio_
50-041-01	邦訳日葡辞書	247	123	愛	愛	愛恭	愛恭	aiqio_		1	2			アイ	アイキャゥ					018r		ai
50-041-01	邦訳日葡辞書	248	123	恭	恭	愛恭	愛恭	aiqio_		2	2			キャゥ	アイキャゥ					018r		qio_
50-041-01	邦訳日葡辞書	249	124	哀	哀	哀樂	哀楽	airacu		1	2			アイ	アイラク					018r		ai
50-041-01	邦訳日葡辞書	250	124	樂	楽	哀樂	哀楽	airacu		2	2			ラク	アイラク					018r		racu
50-041-01	邦訳日葡辞書	251	125	愛	愛	愛	愛らしい	airaxij	混種語	1	2			アイ	アイラシイ					018r		ai
50-041-01	邦訳日葡辞書	252	126	哀	哀	哀憐	哀憐	airon		1	2			アイ	アイロン					018r		ai
50-041-01	邦訳日葡辞書	253	126	憐	憐	哀憐	哀憐	airon		2	2			ロン	アイロン					018r		ron
50-041-01	邦訳日葡辞書	254	127	哀	哀	哀憐	哀憐	airen		1	2			アイ	アイレン					018r†		ai
50-041-01	邦訳日葡辞書	255	127	憐	憐	哀憐	哀憐	airen		2	2			レン	アイレン					018r†		ren
50-041-01	邦訳日葡辞書	256	128	沙	沙	秋沙	秋沙	aisa	混種語	2	1			サ	アイサ					018r†		sa
50-041-01	邦訳日葡辞書	257	129	挨	挨	挨拶	挨拶	aisat		1	2			アイ	アイサっ					018r		ai
50-041-01	邦訳日葡辞書	258	129	拶	拶	挨拶	挨拶	aisat		2	2			サっ	アイサっ					018r		sat
50-041-01	邦訳日葡辞書	259	130	愛	愛	愛崇	愛崇	aiso		1	2			アイ	アイソ					018r	複合派生項目：aisonagueni	ai
50-041-01	邦訳日葡辞書	260	130	崇	崇	愛崇	愛崇	aiso		2	1			ソ	アイソ					018r	複合派生項目：aisonagueni	so
50-041-01	邦訳日葡辞書	261	131	愛	愛	愛崇	愛崇らしい	aiso_raxij	混種語	1	2			アイ	アイサゥラシイ					019l		ai
50-041-01	邦訳日葡辞書	262	131	崇	崇	愛崇	愛崇らしい	aiso_raxij	混種語	2	2			サゥ	アイサゥラシイ					019l		so_
50-041-01	邦訳日葡辞書	263	132	靉	靉	靉靆	靉靆	aitai		1	2			アイ	アイタイ					019l		ai
50-041-01	邦訳日葡辞書	264	132	靆	靆	靉靆	靉靆	aitai		2	2			タイ	アイタイ					019l		tai
50-041-01	邦訳日葡辞書	265	133	對	対	相對	相対し	aitaixi	混種語	2	2			タイし	アイタイシ				"見出し語出現形：aitaixi, suru, ita."	019l		taixi
50-041-01	邦訳日葡辞書	266	134	達	達	相達	相達し	aitaxxi	混種語	2	2			タッし	アイタッシ				"見出し語出現形：aitaxxi, suru, xita."	019l		taxxi
50-041-01	邦訳日葡辞書	267	135	愛	愛	愛惡	愛悪	aiuo		1	2			アイ	アイヲ					019r		ai
50-041-01	邦訳日葡辞書	268	135	惡	悪	愛惡	愛悪	aiuo		2	1			ヲ	アイヲ					019r		uo
50-041-01	邦訳日葡辞書	269	136	愛	愛	愛恩	愛恩	aiuon		1	2			アイ	アイヲン					019r		ai
50-041-01	邦訳日葡辞書	270	136	恩	恩	愛恩	愛恩	aiuon		2	2			ヲン	アイヲン					019r		uon
50-041-01	邦訳日葡辞書	271	137	哀	哀	哀聲	哀声	aixei		1	2			アイ	アイセイ					019r		ai
50-041-01	邦訳日葡辞書	272	137	聲	声	哀聲	哀声	aixei		2	2			セイ	アイセイ					019r		xei
50-041-01	邦訳日葡辞書	273	138	哀	哀	哀情	哀情	aixei		1	2			アイ	アイセイ					020l		ai
50-041-01	邦訳日葡辞書	274	138	情	情	哀情	哀情	aixei		2	2			セイ	アイセイ					020l		xei
50-041-01	邦訳日葡辞書	275	139	愛	愛	愛子	愛子	aixi		1	2			アイ	アイシ					020l		ai
50-041-01	邦訳日葡辞書	276	139	子	子	愛子	愛子	aixi		2	1			シ	アイシ					020l		xi
50-041-01	邦訳日葡辞書	277	140	愛	愛	愛	愛し	aixi	混種語	1	2			アイし	アイシ				"見出し語出現形：aixi, suru, ita."	020l		aixi
50-041-01	邦訳日葡辞書	278	141	哀	哀	哀傷	哀傷	aixo_		1	2			アイ	アイシャゥ					020l		ai
50-041-01	邦訳日葡辞書	279	141	傷	傷	哀傷	哀傷	aixo_		2	2			シャゥ	アイシャゥ					020l		xo_
50-041-01	邦訳日葡辞書	280	142	性	性	相性	相性	aixo_	混種語	2	2			シャゥ	アイシャゥ					020l		xo_
50-041-01	邦訳日葡辞書	281	143	職	職	相職	相職	aixocu	混種語	2	2			ショク	アイショク					020l		xocu
50-041-01	邦訳日葡辞書	282	144	愛	愛	愛食	愛食	aixocu		1	2			アイ	アイショク					020l†		ai
50-041-01	邦訳日葡辞書	283	144	食	食	愛食	愛食	aixocu		2	2			ショク	アイショク					020l†		xocu
50-041-01	邦訳日葡辞書	284	145	愛	愛	愛酒	愛酒	aixu		1	2			アイ	アイシュ					020l		ai
50-041-01	邦訳日葡辞書	285	145	酒	酒	愛酒	愛酒	aixu		2	1			シュ	アイシュ					020l		xu
50-041-01	邦訳日葡辞書	286	146	哀	哀	哀愁	哀愁	aix_		1	2			アイ	アイシュゥ					020r		ai
50-041-01	邦訳日葡辞書	287	146	愁	愁	哀愁	哀愁	aix_		2	2			シュゥ	アイシュゥ					020r		x_
50-041-01	邦訳日葡辞書	288	147	愛	愛	愛執	愛執	aix_		1	2			アイ	アイシュゥ					020r		ai
50-041-01	邦訳日葡辞書	289	147	執	執	愛執	愛執	aix_		2	2			シュゥ	アイシュゥ					020r		x_
50-041-01	邦訳日葡辞書	290	148	哀	哀	哀猿	哀猿	aiyen		1	2			アイ	アイエン					020r		ai
50-041-01	邦訳日葡辞書	291	148	猿	猿	哀猿	哀猿	aiyen		2	2			エン	アイエン					020r		yen
50-041-01	邦訳日葡辞書	292	149	愛	愛	愛欲	愛欲	aiyoqu		1	2			アイ	アイヨク					020r		ai
50-041-01	邦訳日葡辞書	293	149	欲	欲	愛欲	愛欲	aiyoqu		2	2			ヨク	アイヨク					020r		yoqu
50-041-01	邦訳日葡辞書	294	150	愛	愛	愛憎	愛憎	aiz_		1	2			アイ	アイゾゥ					020r		ai
50-041-01	邦訳日葡辞書	295	150	憎	憎	愛憎	愛憎	aiz_		2	2			ゾゥ	アイゾゥ					020r		z_
50-041-01	邦訳日葡辞書	296	151	圖	図	相圖	相図	aizzu	混種語	2	1			ヅ	アイヅ					020r	複合派生項目：aizzuno t_uzzumi	zzu
50-041-01	邦訳日葡辞書	297	152	阿	阿	阿闍梨	阿闍梨	ajari		1	1			ア	アジャリ					020r		a
50-041-01	邦訳日葡辞書	298	152	闍	闍	阿闍梨	阿闍梨	ajari		2	1			ジャ	アジャリ					020r		ja
50-041-01	邦訳日葡辞書	299	152	梨	梨	阿闍梨	阿闍梨	ajari		3	1			リ	アジャリ					020r		ri
50-041-01	邦訳日葡辞書	300	153	阿	阿	阿字	阿字	aji		1	1			ア	アジ					021l		a
50-041-01	邦訳日葡辞書	301	153	字	字	阿字	阿字	aji		2	1			ジ	アジ					021l		ji
50-041-01	邦訳日葡辞書	302	154	阿	阿	阿字觀	阿字観	ajiquan		1	1			ア	アジクヮン					021l†		a
50-041-01	邦訳日葡辞書	303	154	字	字	阿字觀	阿字観	ajiquan		2	1			ジ	アジクヮン					021l†		ji
50-041-01	邦訳日葡辞書	304	154	觀	観	阿字觀	阿字観	ajiquan		3	2			クヮン	アジクヮン					021l†		quan
50-041-01	邦訳日葡辞書	305	155	茶	茶	甘茶	甘茶	amacha	混種語	2	1			チャ	アマチャ					021r		cha
50-041-01	邦訳日葡辞書	306	156	具	具	雨具	雨具	amagu	混種語	2	1			グ	アマグ					021r		gu
50-041-01	邦訳日葡辞書	307	157	石	石	甘石榴	甘石榴	amajacuro	混種語	2	2			ジャク	アマジャクロ					021r		jacu
50-041-01	邦訳日葡辞書	308	157	榴	榴	甘石榴	甘石榴	amajacuro	混種語	3	1			ロ	アマジャクロ					021r		ro
50-041-01	邦訳日葡辞書	309	158	邪	邪	天邪古	天の邪古	amanozaco	混種語	3	1			ザ	アマノザコ					022r		za
50-041-01	邦訳日葡辞書	310	158	古	古	天邪古	天の邪古	amanozaco	混種語	4	1			コ	アマノザコ					022r		co
50-041-01	邦訳日葡辞書	311	159	氣	気	雨氣	雨気	amaqe	混種語	2	1			ケ	アマケ					022r		qe
50-041-01	邦訳日葡辞書	312	160	石	石	甘石榴	甘石榴	amazacuro	混種語	2	2			ザク	アマザクロ					023r		zacu
50-041-01	邦訳日葡辞書	313	160	榴	榴	甘石榴	甘石榴	amazacuro	混種語	3	1			ロ	アマザクロ					023r		ro
50-041-01	邦訳日葡辞書	314	161	鞍	鞍	鞍馬	鞍馬	amba		1	2			アム	アムバ					023r		am
50-041-01	邦訳日葡辞書	315	161	馬	馬	鞍馬	鞍馬	amba		2	1			バ	アムバ					023r		ba
50-041-01	邦訳日葡辞書	316	162	鹽	塩	鹽梅	塩梅	ambai		1	2			アム	アムバイ				"見出し語出現形：ambai. l, yembai."	023r		am
50-041-01	邦訳日葡辞書	317	162	梅	梅	鹽梅	塩梅	ambai		2	2			バイ	アムバイ				"見出し語出現形：ambai. l, yembai."	023r		bai
50-041-01	邦訳日葡辞書	318	163	鹽	塩	鹽梅	塩梅	yembai		1	2			エム	エムバイ				"見出し語出現形：ambai. l, yembai."	023rＬ	その他：yenbaiは立項あり	yem
50-041-01	邦訳日葡辞書	319	163	梅	梅	鹽梅	塩梅	yembai		2	2			バイ	エムバイ				"見出し語出現形：ambai. l, yembai."	023rＬ	その他：yenbaiは立項あり	bai
50-041-01	邦訳日葡辞書	320	164	庵	庵	庵	庵	an		1	2			アン	アン					024r		an
50-041-01	邦訳日葡辞書	321	165	案	案	案	案	an		1	2			アン	アン					025l	2項目を統合	an
50-041-01	邦訳日葡辞書	322	166	餡	餡	餡	餡	an		1	2			アン	アン					025l		an
50-041-01	邦訳日葡辞書	323	167	無	無	無慙	あな無慙	anamuz_	混種語	3	1			ム	アナムザン					025r		mu
50-041-01	邦訳日葡辞書	324	167	慙	慙	無慙	あな無慙	anamuz_	混種語	4	2			ザン	アナムザン					025r		z_
50-041-01	邦訳日葡辞書	325	168	無	無	無慙	あな無慙	anamuzan	混種語	3	1			ム	アナムザン					025r†		mu
50-041-01	邦訳日葡辞書	326	168	慙	慙	無慙	あな無慙	anamuzan	混種語	4	2			ザン	アナムザン					025r†		zan
50-041-01	邦訳日葡辞書	327	169	暗	暗	暗暗	暗暗	an an		1	2			アン	アンアン					025r		an
50-041-01	邦訳日葡辞書	328	169	暗	暗	暗暗	暗暗	an an		2	2			アン	アンアン					025r		an
50-041-01	邦訳日葡辞書	329	170	案	案	案下	案下	anca		1	2			アン	アンカ					025r		an
50-041-01	邦訳日葡辞書	330	170	下	下	案下	案下	anca		2	1			カ	アンカ					025r		ca
50-041-01	邦訳日葡辞書	331	171	晏	晏	晏駕	晏駕	anca		1	2			アン	アンカ					025r		an
50-041-01	邦訳日葡辞書	332	171	駕	駕	晏駕	晏駕	anca		2	1			カ	アンカ					025r		ca
50-041-01	邦訳日葡辞書	333	172	安	安	安閑	安閑	ancan		1	2			アン	アンカン					025r		an
50-041-01	邦訳日葡辞書	334	172	閑	閑	安閑	安閑	ancan		2	2			カン	アンカン					025r		can
50-041-01	邦訳日葡辞書	335	173	安	安	安置	安置	anchi		1	2			アン	アンチ					025r	2項目を統合（angiのvel注記）	an
50-041-01	邦訳日葡辞書	336	173	置	置	安置	安置	anchi		2	1			チ	アンチ					025r	2項目を統合（angiのvel注記）	chi
50-041-01	邦訳日葡辞書	337	174	闇	闇	闇中	闇中	anch_		1	2			アン	アンチュゥ					025r		an
50-041-01	邦訳日葡辞書	338	174	中	中	闇中	闇中	anch_		2	2			チュゥ	アンチュゥ					025r		ch_
50-041-01	邦訳日葡辞書	339	175	庵	庵	庵中	庵中	anch_		1	2			アン	アンチュゥ				"見出し語出現形：Anch_. l, angi_."	025r		an
50-041-01	邦訳日葡辞書	340	175	中	中	庵中	庵中	anch_		2	2			チュゥ	アンチュゥ				"見出し語出現形：Anch_. l, angi_."	025r		ch_
50-041-01	邦訳日葡辞書	341	176	庵	庵	庵中	庵中	angi_		1	2			アン	アンヂュゥ				"見出し語出現形：Anch_. l, angi_."	025rＬ		an
50-041-01	邦訳日葡辞書	342	176	中	中	庵中	庵中	angi_		2	2			ヂュゥ	アンヂュゥ				"見出し語出現形：Anch_. l, angi_."	025rＬ		gi_
50-041-01	邦訳日葡辞書	343	177	鮟	鮟	鮟鱇	鮟鱇	anco_		1	2			アン	アンカゥ				"見出し語出現形：Anco_. l, ango_."	025r		an
50-041-01	邦訳日葡辞書	344	177	鱇	鱇	鮟鱇	鮟鱇	anco_		2	2			カゥ	アンカゥ				"見出し語出現形：Anco_. l, ango_."	025r		co_
50-041-01	邦訳日葡辞書	345	178	安	安	安國	安国	ancocu		1	2			アン	アンコク					025r		an
50-041-01	邦訳日葡辞書	346	178	國	国	安國	安国	ancocu		2	2			コク	アンコク					025r		cocu
50-041-01	邦訳日葡辞書	347	179	暗	暗	暗君	暗君	ancun		1	2			アン	アンクン					025r		an
50-041-01	邦訳日葡辞書	348	179	君	君	暗君	暗君	ancun		2	2			クン	アンクン					025r		cun
50-041-01	邦訳日葡辞書	349	180	安	安	安堵	安堵	ando		1	2			アン	アンド					025r		an
50-041-01	邦訳日葡辞書	350	180	堵	堵	安堵	安堵	ando		2	1			ド	アンド					025r		do
50-041-01	邦訳日葡辞書	351	181	行	行	行堂	行堂	ando_		1	2			アン	アンダゥ					026l		an
50-041-01	邦訳日葡辞書	352	181	堂	堂	行堂	行堂	ando_		2	2			ダゥ	アンダゥ					026l		do_
50-041-01	邦訳日葡辞書	353	182	暗	暗	暗鈍	暗鈍	andon		1	2			アン	アンドン					026l		an
50-041-01	邦訳日葡辞書	354	182	鈍	鈍	暗鈍	暗鈍	andon		2	2			ドン	アンドン					026l		don
50-041-01	邦訳日葡辞書	355	183	行	行	行灯	行灯	andon		1	2			アン	アンドン					026l		an
50-041-01	邦訳日葡辞書	356	183	灯	灯	行灯	行灯	andon		2	2			ドン	アンドン					026l		don
50-041-01	邦訳日葡辞書	357	184	御	御	姉御	姉御	anego	混種語	2	1			ゴ	アネゴ					026l		go
50-041-01	邦訳日葡辞書	358	185	御	御	姉御前	姉御前	anegojen	混種語	2	1			ゴ	アネゴゼン					026l		go
50-041-01	邦訳日葡辞書	359	185	前	前	姉御前	姉御前	anegojen	混種語	3	2			ゼン	アネゴゼン					026l		jen
50-041-01	邦訳日葡辞書	360	186	行	行	行脚	行脚	anguia		1	2			アン	アンギャ					026l		an
50-041-01	邦訳日葡辞書	361	186	脚	脚	行脚	行脚	anguia		2	1			ギャ	アンギャ					026l		guia
50-041-01	邦訳日葡辞書	362	187	鮟	鮟	鮟鱇	鮟鱇	ango_		1	2			アン	アンガゥ				語形注記：Melius. Anc_.	026l	2項目を統合（anco_のvel注記）	an
50-041-01	邦訳日葡辞書	363	187	鱇	鱇	鮟鱇	鮟鱇	ango_		2	2			ガゥ	アンガゥ				語形注記：Melius. Anc_.	026l	2項目を統合（anco_のvel注記）	go_
50-041-01	邦訳日葡辞書	364	188	庵	庵	庵號	庵号	ango_		1	2			アン	アンガゥ					026l		an
50-041-01	邦訳日葡辞書	365	188	號	号	庵號	庵号	ango_		2	2			ガゥ	アンガゥ					026l		go_
50-041-01	邦訳日葡辞書	366	189	安	安	安臥	安臥	angua		1	2			アン	アングヮ					026l		an
50-041-01	邦訳日葡辞書	367	189	臥	臥	安臥	安臥	angua		2	1			グヮ	アングヮ					026l		gua
50-041-01	邦訳日葡辞書	368	190	案	案	案外	案外	anguai		1	2			アン	アングヮイ					026l		an
50-041-01	邦訳日葡辞書	369	190	外	外	案外	案外	anguai		2	2			グヮイ	アングヮイ					026l		guai
50-041-01	邦訳日葡辞書	370	191	安	安	安置	安置	angi		1	2			アン	アンヂ				"見出し語出現形：Angi. l, anchi."	026l		an
50-041-01	邦訳日葡辞書	371	191	置	置	安置	安置	angi		2	1			ヂ	アンヂ				"見出し語出現形：Angi. l, anchi."	026l		gi
50-041-01	邦訳日葡辞書	372	192	安	安	安住	安住	angi_		1	2			アン	アンヂュゥ					026l		an
50-041-01	邦訳日葡辞書	373	192	住	住	安住	安住	angi_		2	2			ヂュゥ	アンヂュゥ					026l		gi_
50-041-01	邦訳日葡辞書	374	193	案	案	案中	案中	angi_		1	2			アン	アンヂュゥ					026l		an
50-041-01	邦訳日葡辞書	375	193	中	中	案中	案中	angi_		2	2			ヂュゥ	アンヂュゥ					026l		gi_
50-041-01	邦訳日葡辞書	376	194	闇	闇	闇中	闇中	angi_		1	2			アン	アンヂュゥ				語形注記：Sed meli_s Anch_.	026l†		an
50-041-01	邦訳日葡辞書	377	194	中	中	闇中	闇中	angi_		2	2			ヂュゥ	アンヂュゥ				語形注記：Sed meli_s Anch_.	026l†		gi_
50-041-01	邦訳日葡辞書	378	195	安	安	安怡	安怡	an i		1	2			アン	アンイ					026l		an
50-041-01	邦訳日葡辞書	379	195	怡	怡	安怡	安怡	an i		2	1			イ	アンイ					026l		i
50-041-01	邦訳日葡辞書	380	196	案	案	案者	案者	anja		1	2			アン	アンジャ					026r		an
50-041-01	邦訳日葡辞書	381	196	者	者	案者	案者	anja		2	1			ジャ	アンジャ					026r		ja
50-041-01	邦訳日葡辞書	382	197	行	行	行者	行者	anja		1	2			アン	アンジャ					026r		an
50-041-01	邦訳日葡辞書	383	197	者	者	行者	行者	anja		2	1			ジャ	アンジャ					026r		ja
50-041-01	邦訳日葡辞書	384	198	庵	庵	庵前	庵前	anjen		1	2			アン	アンゼン					026r		an
50-041-01	邦訳日葡辞書	385	198	前	前	庵前	庵前	anjen		2	2			ゼン	アンゼン					026r		jen
50-041-01	邦訳日葡辞書	386	199	晏	晏	晏然	晏然	anjen		1	2			アン	アンゼン					026r		an
50-041-01	邦訳日葡辞書	387	199	然	然	晏然	晏然	anjen		2	2			ゼン	アンゼン					026r		jen
50-041-01	邦訳日葡辞書	388	200	暗	暗	暗然	暗然	anjen		1	2			アン	アンゼン					026r†		an
50-041-01	邦訳日葡辞書	389	200	然	然	暗然	暗然	anjen		2	2			ゼン	アンゼン					026r†		jen
